SearchParamId,Uri,Status,LastUpdated,IsPartiallySupported
1,http://hl7.org/fhir/SearchParameter/Account-identifier,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
2,http://hl7.org/fhir/SearchParameter/Account-name,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
3,http://hl7.org/fhir/SearchParameter/Account-owner,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
4,http://hl7.org/fhir/SearchParameter/Account-patient,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
5,http://hl7.org/fhir/SearchParameter/Account-period,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
6,http://hl7.org/fhir/SearchParameter/Account-status,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
7,http://hl7.org/fhir/SearchParameter/Account-subject,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
8,http://hl7.org/fhir/SearchParameter/Account-type,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
9,http://hl7.org/fhir/SearchParameter/ActivityDefinition-composed-of,Disabled,2021-02-24 05:27:02.8121802 +00:00,0
10,http://hl7.org/fhir/SearchParameter/ActivityDefinition-context,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
11,http://hl7.org/fhir/SearchParameter/ActivityDefinition-context-quantity,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
12,http://hl7.org/fhir/SearchParameter/ActivityDefinition-context-type,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
13,http://hl7.org/fhir/SearchParameter/ActivityDefinition-context-type-quantity,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
14,http://hl7.org/fhir/SearchParameter/ActivityDefinition-context-type-value,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
15,http://hl7.org/fhir/SearchParameter/ActivityDefinition-date,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
16,http://hl7.org/fhir/SearchParameter/ActivityDefinition-depends-on,Disabled,2021-02-24 05:27:02.8121802 +00:00,0
17,http://hl7.org/fhir/SearchParameter/ActivityDefinition-derived-from,Disabled,2021-02-24 05:27:02.8121802 +00:00,0
18,http://hl7.org/fhir/SearchParameter/ActivityDefinition-description,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
19,http://hl7.org/fhir/SearchParameter/ActivityDefinition-effective,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
20,http://hl7.org/fhir/SearchParameter/ActivityDefinition-identifier,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
21,http://hl7.org/fhir/SearchParameter/ActivityDefinition-jurisdiction,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
22,http://hl7.org/fhir/SearchParameter/ActivityDefinition-name,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
23,http://hl7.org/fhir/SearchParameter/ActivityDefinition-predecessor,Disabled,2021-02-24 05:27:02.8121802 +00:00,0
24,http://hl7.org/fhir/SearchParameter/ActivityDefinition-publisher,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
25,http://hl7.org/fhir/SearchParameter/ActivityDefinition-status,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
26,http://hl7.org/fhir/SearchParameter/ActivityDefinition-successor,Disabled,2021-02-24 05:27:02.8121802 +00:00,0
27,http://hl7.org/fhir/SearchParameter/ActivityDefinition-title,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
28,http://hl7.org/fhir/SearchParameter/ActivityDefinition-topic,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
29,http://hl7.org/fhir/SearchParameter/ActivityDefinition-url,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
30,http://hl7.org/fhir/SearchParameter/ActivityDefinition-version,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
31,http://hl7.org/fhir/SearchParameter/AdverseEvent-actuality,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
32,http://hl7.org/fhir/SearchParameter/AdverseEvent-category,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
33,http://hl7.org/fhir/SearchParameter/AdverseEvent-date,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
34,http://hl7.org/fhir/SearchParameter/AdverseEvent-event,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
35,http://hl7.org/fhir/SearchParameter/AdverseEvent-location,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
36,http://hl7.org/fhir/SearchParameter/AdverseEvent-recorder,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
37,http://hl7.org/fhir/SearchParameter/AdverseEvent-resultingcondition,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
38,http://hl7.org/fhir/SearchParameter/AdverseEvent-seriousness,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
39,http://hl7.org/fhir/SearchParameter/AdverseEvent-severity,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
40,http://hl7.org/fhir/SearchParameter/AdverseEvent-study,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
41,http://hl7.org/fhir/SearchParameter/AdverseEvent-subject,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
42,http://hl7.org/fhir/SearchParameter/AdverseEvent-substance,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
43,http://hl7.org/fhir/SearchParameter/AllergyIntolerance-asserter,Enabled,2021-02-24 05:27:02.8121802 +00:00,0
